Activity3.[Activity3],Demand Type.[Demand Type],Supplier.[Supplier Location],Version.[Version Name],Activity1.[Activity1],Activity2.[Activity2],Documents.[OrderlineID],Location.[Location],Time.[Week],Item.[Item],W Procurement Forecast Due to Forecast,W Procurement Forecast Due to Orders,W Procurement Forecast Intermediate with Demand Type Input To R,W Procurement Forecast With Demand Type,W Procurement Forecast With Demand Type within Lead Time
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-25847,Greater China,2026-W14,NK-AP-ACG-3349,4744.045810620553,2033.1624902659516,6777.208300886506,6777.208300886506,3388.604150443253
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-78073,North America,2026-W14,NK-SB-DLP-4552,6112.690967285073,2619.7247002650315,8732.415667550105,8732.415667550105,4366.207833775053
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-83717,Greater China,2026-W14,NK-AP-ECT-4820,1614.8214699309608,692.0663442561261,2306.887814187087,2306.887814187087,1153.4439070935434
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-81348,North America,2026-W14,NK-AP-TJ-9243,6110.921073349359,2618.9661742925823,8729.887247641942,8729.887247641942,4364.943623820971
PROD,FORECAST,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-86589,APLA,2026-W14,NK-AP-IC-6492,6481.713341873911,2777.877146517391,9259.590488391303,9259.590488391303,4629.795244195651
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-25673,EMEA,2026-W14,NK-RA-RW-8311,4217.308016871012,1807.4177215161483,6024.725738387161,6024.725738387161,3012.3628691935805
PROD,FORECAST,Dhaka Garments,Baseline FY26,CUT,SEW,PO-32265,Greater China,2026-W14,NK-CV-L-1060,3763.4114720494117,1612.8906308783194,5376.3021029277315,5376.3021029277315,2688.1510514638658
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-49949,APLA,2026-W14,NK-RA-RW-5422,6889.020999214334,2952.437571091857,9841.458570306191,9841.458570306191,4920.729285153096
PROD,FORECAST,Saigon Premium,Baseline FY26,CUT,SEW,PO-70607,Greater China,2026-W14,NK-AP-YLL-3984,949.3124998196936,406.8482142084401,1356.1607140281337,1356.1607140281337,678.0803570140669
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-98776,North America,2026-W14,NK-AM-270-7455,5828.512541278087,2497.9339462620374,8326.446487540125,8326.446487540125,4163.223243770062
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-41813,North America,2026-W14,NK-RT-3-5474,6023.888335590078,2581.666429538605,8605.554765128683,8605.554765128683,4302.777382564342
PROD,FORECAST,Chennai Textiles,Baseline FY26,CUT,SEW,PO-94726,EMEA,2026-W14,NK-AP-ACG-1096,3055.8727717914653,1309.6597593391996,4365.532531130665,4365.532531130665,2182.7662655653326
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-47757,North America,2026-W14,NK-AP-PDF-4274,4657.8450526305105,1996.2193082702188,6654.064360900729,6654.064360900729,3327.0321804503646
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-53042,Greater China,2026-W14,NK-AM-90-2435,762.7799534461606,326.9056943340688,1089.6856477802294,1089.6856477802294,544.8428238901147
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-62146,EMEA,2026-W14,NK-AM-270-6906,3954.852815712351,1694.936921019579,5649.78973673193,5649.78973673193,2824.894868365965
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-52475,Greater China,2026-W14,NK-BK-JA1-3515,6675.1988131168855,2860.7994913358084,9535.998304452694,9535.998304452694,4767.999152226347
PROD,FIRM,Saigon Premium,Baseline FY26,CUT,SEW,PO-98714,EMEA,2026-W14,NK-AM-90-8814,5891.764619917106,2525.0419799644737,8416.80659988158,8416.80659988158,4208.40329994079
PROD,FORECAST,Chennai Textiles,Baseline FY26,CUT,SEW,PO-86326,North America,2026-W14,NK-RA-RM-9243,1218.9992127284977,522.428234026499,1741.4274467549967,1741.4274467549967,870.7137233774984
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-44257,Greater China,2026-W14,NK-AP-SFJ-8448,3463.5519326494878,1484.3793997069233,4947.931332356411,4947.931332356411,2473.9656661782055
PROD,FORECAST,Chennai Textiles,Baseline FY26,CUT,SEW,PO-57270,APLA,2026-W14,NK-BK-JA1-6201,1643.3514573399093,704.293481717104,2347.6449390570133,2347.6449390570133,1173.8224695285066
PROD,FORECAST,Saigon Premium,Baseline FY26,CUT,SEW,PO-43043,North America,2026-W14,NK-AP-IC-4122,5105.657008069136,2188.1387177439155,7293.795725813053,7293.795725813053,3646.8978629065264
PROD,FORECAST,Chennai Textiles,Baseline FY26,CUT,SEW,PO-59312,EMEA,2026-W14,NK-AP-PDF-8900,1753.7244516733094,751.5961935742755,2505.320645247585,2505.320645247585,1252.6603226237926
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-30935,EMEA,2026-W14,NK-RT-3-3807,4362.762028331033,1869.7551549990144,6232.517183330048,6232.517183330048,3116.258591665024
PROD,FIRM,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-25236,APLA,2026-W14,NK-AM-90-6861,3717.654300603237,1593.2804145442446,5310.934715147482,5310.934715147482,2655.467357573741
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-58639,APLA,2026-W14,NK-AP-IC-1711,3723.52188984424,1595.7950956475313,5319.316985491771,5319.316985491771,2659.6584927458857
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-21563,APLA,2026-W14,NK-AP-IC-6085,2554.6830795487986,1094.864176949485,3649.547256498284,3649.547256498284,1824.773628249142
PROD,FORECAST,Saigon Premium,Baseline FY26,CUT,SEW,PO-56121,EMEA,2026-W14,NK-BZ-77-3380,3943.1480537257057,1689.920594453874,5633.06864817958,5633.06864817958,2816.53432408979
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-24732,EMEA,2026-W14,NK-MT-9-1049,2021.8545354861724,866.5090866369311,2888.3636221231036,2888.3636221231036,1444.1818110615518
PROD,FORECAST,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-56819,North America,2026-W14,NK-AP-ACG-4900,773.9400775182888,331.68860465069525,1105.6286821689841,1105.6286821689841,552.8143410844921
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-24944,Greater China,2026-W14,NK-CV-L-3286,5378.768924881899,2305.1866820922423,7683.955606974141,7683.955606974141,3841.9778034870706
PROD,FIRM,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-33581,EMEA,2026-W14,NK-IV-3-5987,1539.1194127698245,659.622605472782,2198.7420182426067,2198.7420182426067,1099.3710091213034
PROD,FORECAST,Dhaka Garments,Baseline FY26,CUT,SEW,PO-69226,North America,2026-W14,NK-CV-L-3082,1844.1248280416473,790.3392120178488,2634.4640400594963,2634.4640400594963,1317.2320200297481
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-71983,North America,2026-W14,NK-CV-L-3499,2573.1229043346016,1102.7669590005435,3675.889863335145,3675.889863335145,1837.9449316675725
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-41783,North America,2026-W14,NK-AM-270-5812,1637.2859978294266,701.6939990697543,2338.979996899181,2338.979996899181,1169.4899984495905
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-86042,North America,2026-W14,NK-AP-TJ-5920,1976.2756007264322,846.9752574541853,2823.250858180618,2823.250858180618,1411.625429090309
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-42617,North America,2026-W14,NK-BK-KD16-4128,2780.436365635186,1191.6155852722227,3972.051950907409,3972.051950907409,1986.0259754537044
PROD,FORECAST,Dhaka Garments,Baseline FY26,CUT,SEW,PO-15440,Greater China,2026-W14,NK-AP-PDF-7089,1962.5061165082536,841.0740499321088,2803.5801664403625,2803.5801664403625,1401.7900832201813
PROD,FORECAST,Dhaka Garments,Baseline FY26,CUT,SEW,PO-20718,APLA,2026-W14,NK-AP-IC-4122,2882.3955122625284,1235.3123623982265,4117.707874660755,4117.707874660755,2058.8539373303774
PROD,FORECAST,Saigon Premium,Baseline FY26,CUT,SEW,PO-69916,North America,2026-W14,NK-BZ-77-7695,2939.988829707029,1259.995212731584,4199.984042438613,4199.984042438613,2099.9920212193065
PROD,FORECAST,Dhaka Garments,Baseline FY26,CUT,SEW,PO-92399,EMEA,2026-W14,NK-AP-ACG-1370,3716.834211599891,1592.928947828525,5309.763159428417,5309.763159428417,2654.8815797142083
PROD,FORECAST,Dhaka Garments,Baseline FY26,CUT,SEW,PO-60448,APLA,2026-W14,NK-AP-ECT-4074,5232.952563560807,2242.6939558117742,7475.646519372582,7475.646519372582,3737.823259686291
PROD,FIRM,Saigon Premium,Baseline FY26,CUT,SEW,PO-55751,Greater China,2026-W14,NK-AP-IC-4712,2998.2344452517227,1284.9576193935955,4283.192064645318,4283.192064645318,2141.596032322659
PROD,FORECAST,Dhaka Garments,Baseline FY26,CUT,SEW,PO-20875,EMEA,2026-W14,NK-AM-90-8250,1133.911648061738,485.96213488360206,1619.8737829453403,1619.8737829453403,809.9368914726701
PROD,FORECAST,Dhaka Garments,Baseline FY26,CUT,SEW,PO-42393,APLA,2026-W14,NK-ZP-40-3067,5546.322091454938,2376.9951820521164,7923.317273507056,7923.317273507056,3961.658636753528
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-79886,North America,2026-W14,NK-AP-TJ-9581,1881.9535841175712,806.5515360503877,2688.505120167959,2688.505120167959,1344.2525600839795
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-95012,EMEA,2026-W14,NK-AM-270-2311,4186.953225587047,1794.4085252515915,5981.361750838639,5981.361750838639,2990.6808754193194
PROD,FIRM,Saigon Premium,Baseline FY26,CUT,SEW,PO-50544,North America,2026-W14,NK-AM-270-8559,4880.103429316144,2091.4728982783477,6971.576327594492,6971.576327594492,3485.788163797246
PROD,FORECAST,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-68515,North America,2026-W14,NK-AP-SFJ-4121,4973.113396331575,2131.334312713532,7104.447709045107,7104.447709045107,3552.2238545225537
PROD,FORECAST,Chennai Textiles,Baseline FY26,CUT,SEW,PO-48826,APLA,2026-W14,NK-AP-IC-1711,6369.282232575985,2729.6923853897083,9098.974617965694,9098.974617965694,4549.487308982847
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-12328,EMEA,2026-W14,NK-AP-ACG-8340,4585.702621645885,1965.3011235625222,6551.003745208408,6551.003745208408,3275.501872604204
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-92635,APLA,2026-W14,NK-AP-YLL-2175,703.3587521042266,301.4394651875257,1004.7982172917524,1004.7982172917524,502.3991086458762
PROD,FIRM,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-71023,APLA,2026-W14,NK-BK-KD16-7095,5616.478426602465,2407.062182829628,8023.540609432093,8023.540609432093,4011.7703047160467
PROD,FORECAST,Dhaka Garments,Baseline FY26,CUT,SEW,PO-37679,APLA,2026-W14,NK-RA-RM-4245,4024.1843223894416,1724.6504238811895,5748.8347462706315,5748.8347462706315,2874.4173731353158
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-91448,North America,2026-W14,NK-RA-RW-9996,6486.380891560624,2779.8775249545533,9266.258416515178,9266.258416515178,4633.129208257589
PROD,FORECAST,Chennai Textiles,Baseline FY26,CUT,SEW,PO-21426,EMEA,2026-W14,NK-AP-IC-6290,2512.572685861281,1076.8168653691205,3589.3895512304016,3589.3895512304016,1794.6947756152008
PROD,FORECAST,Chennai Textiles,Baseline FY26,CUT,SEW,PO-83037,APLA,2026-W14,NK-ZP-40-3783,775.7639318577251,332.4702565104536,1108.2341883681788,1108.2341883681788,554.1170941840894
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-11619,North America,2026-W14,NK-SB-DLP-6728,1322.8225519130779,566.9239508198906,1889.7465027329686,1889.7465027329686,944.8732513664843
PROD,FORECAST,Dhaka Garments,Baseline FY26,CUT,SEW,PO-87082,APLA,2026-W14,NK-AP-IC-8567,6515.7548059339315,2792.466345400256,9308.221151334188,9308.221151334188,4654.110575667094
PROD,FIRM,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-78252,Greater China,2026-W14,NK-AP-PDF-1609,5671.957248556903,2430.8388208101014,8102.796069367006,8102.796069367006,4051.398034683503
PROD,FORECAST,Chennai Textiles,Baseline FY26,CUT,SEW,PO-13090,Greater China,2026-W14,NK-AP-ECT-1403,4831.516782174077,2070.650049503176,6902.166831677254,6902.166831677254,3451.083415838627
PROD,FORECAST,Dhaka Garments,Baseline FY26,CUT,SEW,PO-36727,APLA,2026-W14,NK-BK-KD16-5572,4411.015070538661,1890.4350302308549,6301.450100769516,6301.450100769516,3150.725050384758
PROD,FORECAST,Saigon Premium,Baseline FY26,CUT,SEW,PO-87348,APLA,2026-W14,NK-RA-RM-9260,733.6381721094282,314.4163594754692,1048.0545315848974,1048.0545315848974,524.0272657924487
PROD,FIRM,Saigon Premium,Baseline FY26,CUT,SEW,PO-88934,Greater China,2026-W14,NK-BK-KD16-4249,3123.5561592512568,1338.6669253933958,4462.223084644653,4462.223084644653,2231.1115423223264
PROD,FORECAST,Dhaka Garments,Baseline FY26,CUT,SEW,PO-96874,EMEA,2026-W14,NK-AP-TJ-9028,1746.4452986621693,748.4765565695012,2494.9218552316706,2494.9218552316706,1247.4609276158353
PROD,FORECAST,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-30225,North America,2026-W14,NK-MT-9-2659,5401.625182752438,2314.9822211796168,7716.607403932056,7716.607403932056,3858.303701966028
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-10737,EMEA,2026-W14,NK-AP-ECT-7550,2086.580419828037,894.248751354873,2980.82917118291,2980.82917118291,1490.414585591455
PROD,FORECAST,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-23452,Greater China,2026-W14,NK-AP-ACG-9579,3626.115920967713,1554.0496804147342,5180.165601382448,5180.165601382448,2590.082800691224
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-83145,EMEA,2026-W14,NK-AP-SFJ-2334,6659.674071586589,2854.1460306799668,9513.820102266556,9513.820102266556,4756.910051133278
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-25481,EMEA,2026-W14,NK-AP-TJ-6055,1219.7470963572332,522.7487555816714,1742.4958519389047,1742.4958519389047,871.2479259694524
PROD,FORECAST,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-58765,EMEA,2026-W14,NK-AP-ACG-1499,2409.0516564188797,1032.4507098938057,3441.5023663126854,3441.5023663126854,1720.7511831563427
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-12146,EMEA,2026-W14,NK-SB-DLP-7658,4677.791459234688,2004.7677682434378,6682.559227478127,6682.559227478127,3341.2796137390633
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-81968,APLA,2026-W14,NK-RA-RW-9672,731.2750997988489,313.4036141995067,1044.6787139983558,1044.6787139983558,522.3393569991779
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-53982,North America,2026-W14,NK-RA-RM-8411,1663.7592379507003,713.039673407443,2376.7989113581434,2376.7989113581434,1188.3994556790717
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-25272,APLA,2026-W14,NK-AP-IC-6034,1872.7339198483921,802.6002513635967,2675.334171211989,2675.334171211989,1337.6670856059945
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-89085,APLA,2026-W14,NK-AP-YLL-3711,1246.0258079493333,534.0110605497142,1780.0368684990476,1780.0368684990476,890.0184342495238
PROD,FIRM,Saigon Premium,Baseline FY26,CUT,SEW,PO-59223,EMEA,2026-W14,NK-BZ-77-1712,2899.8258113569937,1242.7824905815687,4142.608301938562,4142.608301938562,2071.304150969281
PROD,FORECAST,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-97037,APLA,2026-W14,NK-AP-YLL-7230,2031.5459893399625,870.6625668599839,2902.2085561999465,2902.2085561999465,1451.1042780999733
PROD,FORECAST,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-23716,APLA,2026-W14,NK-RA-RW-6498,2791.4726483615277,1196.3454207263692,3987.818069087897,3987.818069087897,1993.9090345439486
PROD,FORECAST,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-72393,APLA,2026-W14,NK-BZ-77-8154,707.1468360182346,303.06292972210053,1010.2097657403352,1010.2097657403352,505.1048828701676
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-86638,EMEA,2026-W14,NK-AP-TJ-8783,1811.3956669313386,776.3124286848594,2587.708095616198,2587.708095616198,1293.854047808099
PROD,FIRM,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-59423,APLA,2026-W14,NK-ZP-40-2166,3809.8594503520626,1632.796907293741,5442.656357645804,5442.656357645804,2721.328178822902
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-32574,APLA,2026-W14,NK-AM-PLS-6710,6836.8454682622305,2930.0766292552416,9766.922097517472,9766.922097517472,4883.461048758736
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-71786,APLA,2026-W14,NK-AM-90-1101,6653.326639788346,2851.425702766434,9504.75234255478,9504.75234255478,4752.37617127739
PROD,FORECAST,Saigon Premium,Baseline FY26,CUT,SEW,PO-36080,North America,2026-W14,NK-AP-YLL-3818,3622.7648050527555,1552.6134878797523,5175.378292932508,5175.378292932508,2587.689146466254
PROD,FORECAST,Saigon Premium,Baseline FY26,CUT,SEW,PO-40681,APLA,2026-W14,NK-IV-3-2027,4267.749868386099,1829.0356578797564,6096.785526265855,6096.785526265855,3048.3927631329275
PROD,FORECAST,Dhaka Garments,Baseline FY26,CUT,SEW,PO-15702,EMEA,2026-W14,NK-BK-KD16-4239,4275.643826514152,1832.4187827917797,6108.062609305933,6108.062609305933,3054.0313046529664
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-99656,EMEA,2026-W14,NK-RT-3-5834,2183.3254519664,935.7109079856001,3119.0363599520006,3119.0363599520006,1559.5181799760003
PROD,FIRM,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-46633,Greater China,2026-W14,NK-CV-L-1266,4129.124401402887,1769.6247434583802,5898.749144861267,5898.749144861267,2949.3745724306336
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-49720,North America,2026-W14,NK-BK-KD16-5969,938.3359447772942,402.14397633312615,1340.4799211104205,1340.4799211104205,670.2399605552102
PROD,FIRM,Saigon Premium,Baseline FY26,CUT,SEW,PO-44838,Greater China,2026-W14,NK-AP-TJ-7573,6942.205005379812,2975.230716591348,9917.43572197116,9917.43572197116,4958.71786098558
PROD,FORECAST,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-88382,Greater China,2026-W14,NK-AP-ECT-2558,6510.476858698751,2790.204368013751,9300.681226712502,9300.681226712502,4650.340613356251
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-65428,APLA,2026-W14,NK-VF-3-2576,4066.6209678496275,1742.8375576498404,5809.458525499468,5809.458525499468,2904.729262749734
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-52714,Greater China,2026-W14,NK-AP-PDF-8900,1995.8961087515984,855.3840466078278,2851.2801553594263,2851.2801553594263,1425.6400776797132
PROD,FORECAST,Chennai Textiles,Baseline FY26,CUT,SEW,PO-74351,Greater China,2026-W14,NK-BK-JA1-2939,4887.3436797612085,2094.5758627548034,6981.919542516012,6981.919542516012,3490.959771258006
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-65011,North America,2026-W14,NK-RA-RM-9260,1852.6827837913404,794.006907339146,2646.6896911304866,2646.6896911304866,1323.3448455652433
PROD,FORECAST,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-45585,EMEA,2026-W14,NK-BK-L21-4515,5462.800162471979,2341.2000696308482,7804.000232102828,7804.000232102828,3902.000116051414
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-67900,APLA,2026-W14,NK-AP-TJ-5506,712.0477078786585,305.1633033765679,1017.2110112552264,1017.2110112552264,508.6055056276132
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-39883,Greater China,2026-W14,NK-IV-3-8860,3587.570632521351,1537.530271080579,5125.10090360193,5125.10090360193,2562.550451800965
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-74214,North America,2026-W14,NK-CV-L-5684,3080.4904485854736,1320.2101922509173,4400.700640836391,4400.700640836391,2200.3503204181957
PROD,FORECAST,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-70254,Greater China,2026-W14,NK-AP-YLL-6797,5239.97412243817,2245.703195330644,7485.677317768814,7485.677317768814,3742.838658884407
PROD,FORECAST,Chennai Textiles,Baseline FY26,CUT,SEW,PO-82811,North America,2026-W14,NK-VF-3-9417,2323.908615955972,995.9608354097022,3319.869451365674,3319.869451365674,1659.934725682837
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-84091,Greater China,2026-W14,NK-AP-ACG-7753,1721.0013475679673,737.5720061005574,2458.5733536685248,2458.5733536685248,1229.2866768342624
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-29805,APLA,2026-W14,NK-AP-ECT-9516,5461.0782855742,2340.462122388943,7801.5404079631435,7801.5404079631435,3900.7702039815717
PROD,FORECAST,Chennai Textiles,Baseline FY26,CUT,SEW,PO-52713,EMEA,2026-W14,NK-AP-ECT-1150,784.1790649921521,336.0767421394938,1120.255807131646,1120.255807131646,560.127903565823
PROD,FORECAST,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-91846,North America,2026-W14,NK-MT-9-2483,2106.596991121666,902.8272819092855,3009.4242730309516,3009.4242730309516,1504.7121365154758
PROD,FORECAST,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-83729,EMEA,2026-W14,NK-AM-270-3246,1041.395428053714,446.3123263087346,1487.7077543624487,1487.7077543624487,743.8538771812243
PROD,FORECAST,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-27811,North America,2026-W14,NK-VF-3-9417,5868.4095965508395,2515.032684236074,8383.442280786914,8383.442280786914,4191.721140393457
PROD,FORECAST,Chennai Textiles,Baseline FY26,CUT,SEW,PO-27163,Greater China,2026-W14,NK-AP-YLL-4934,6517.154093208653,2793.0660399465655,9310.220133155219,9310.220133155219,4655.110066577609
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-88807,EMEA,2026-W14,NK-VF-3-3859,5601.661194877865,2400.7119406619418,8002.373135539807,8002.373135539807,4001.1865677699034
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-41081,EMEA,2026-W14,NK-RA-RW-3151,2772.6173827429266,1188.2645926041114,3960.881975347038,3960.881975347038,1980.440987673519
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-15136,EMEA,2026-W14,NK-AP-TJ-3312,1981.0645881993873,849.0276806568803,2830.0922688562678,2830.0922688562678,1415.0461344281339
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-43716,EMEA,2026-W14,NK-AP-IC-1596,2956.9034786279562,1267.2443479834099,4224.147826611366,4224.147826611366,2112.073913305683
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-87447,APLA,2026-W14,NK-CV-L-7733,4129.330951852675,1769.713265079718,5899.044216932393,5899.044216932393,2949.5221084661966
PROD,FORECAST,Chennai Textiles,Baseline FY26,CUT,SEW,PO-80899,APLA,2026-W14,NK-BK-JA1-6201,3163.348927496506,1355.720968927074,4519.06989642358,4519.06989642358,2259.53494821179
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-15357,EMEA,2026-W14,NK-RA-RM-6803,3592.2219170526746,1539.5236787368606,5131.745595789535,5131.745595789535,2565.8727978947677
